Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source
Johor Bahru,698000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,360000,1080.0,3.0,2.0,Terrace House,Mudah
Kulai,1180000,3710.0,4.0,3.0,Terrace House,Mudah
Kulai,338000,2605.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,780000,2938.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,978000,2800.0,4.0,4.0,Terrace House,Mudah
Gelang Patah,488000,1080.0,4.0,2.0,Terrace House,Mudah
Gelang Patah,520000,1170.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,360000,3429.0,4.0,3.0,Semi-D,Mudah
Gelang Patah,520000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,598000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,545000,3250.0,3.0,2.0,Terrace House,Mudah
Skudai,610000,2600.0,3.0,2.0,Terrace House,Mudah
Skudai,790000,3850.0,6.0,3.0,Terrace House,Mudah
Skudai,588000,2940.0,3.0,2.0,Terrace House,Mudah
Skudai,1080000,1584.0,4.0,4.0,Terrace House,Mudah
Muar,448000,3272.0,4.0,2.0,Residential,Mudah
Kluang,250000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,378000,770.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,650000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,600000,1760.0,3.0,2.0,Terrace House,Mudah
Kluang,300000,1907.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,560000,1541.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,698000,2240.0,4.0,3.0,Residential,Mudah
Kulai,460000,1540.0,3.0,2.0,Terrace House,Mudah
Skudai,1080000,1584.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,550000,1350.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,529000,1672.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,430000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,485000,1400.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,498000,2240.0,3.0,2.0,Semi-D,Mudah
Skudai,389000,700.0,3.0,2.0,Terrace House,Mudah
Skudai,778000,3410.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,378000,775.0,3.0,2.0,Terrace House,Mudah
Kulai,438000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,428000,1067.0,3.0,2.0,Terrace House,Mudah
Kulai,588000,1900.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,738000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,528000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,4500000,5000.0,5.0,6.0,Bungalow,Mudah
Batu Pahat,318000,1540.0,3.0,1.0,Terrace House,Mudah
Permas Jaya,580000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,460000,1980.0,3.0,2.0,Terrace House,Mudah
Skudai,480000,1173.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,795000,1600.0,5.0,4.0,Terrace House,Mudah
Kulai,285000,2088.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,480000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,700000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,418000,770.0,3.0,1.0,Terrace House,Mudah
Kluang,320000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,145000,770.0,2.0,2.0,Terrace House,Mudah
Kluang,388000,2350.0,3.0,2.0,Terrace House,Mudah
Kluang,280000,1200.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,630000,1560.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,589000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,450000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,398000,960.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,688000,1800.0,4.0,3.0,Terrace House,Mudah
Skudai,1001516,2240.0,4.0,4.0,Residential,Mudah
Kulai,468000,1800.0,4.0,2.0,Terrace House,Mudah
Kulai,358000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,299000,1350.0,3.0,1.0,Terrace House,Mudah
Kluang,350000,1400.0,3.0,2.0,Terrace House,Mudah
Kluang,268000,990.0,2.0,2.0,Terrace House,Mudah
Kulai,288000,770.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,393000,770.0,3.0,1.0,Terrace House,Mudah
Iskandar Puteri,1850000,2400.0,5.0,4.0,Residential,Mudah
Johor Bahru,588000,1400.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,365000,840.0,3.0,2.0,Terrace House,Mudah
Kulai,368000,775.0,3.0,2.0,Terrace House,Mudah
Kulai,358000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,688000,1170.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,550000,1980.0,4.0,3.0,Terrace House,Mudah
Kluang,188000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,750000,1540.0,5.0,4.0,Terrace House,Mudah
Iskandar Puteri,598000,1941.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,378000,775.0,3.0,2.0,Terrace House,Mudah
Skudai,795000,1600.0,5.0,4.0,Terrace House,Mudah
Kulai,368000,775.0,3.0,2.0,Residential,Mudah
Johor Bahru,680000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,650000,1500.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,768000,1650.0,4.0,3.0,Terrace House,Mudah
Skudai,638000,2318.0,4.0,3.0,Residential,Mudah
Johor Bahru,750000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,468000,1800.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,800000,2230.0,6.0,3.0,Terrace House,Mudah
Skudai,650000,2100.0,5.0,3.0,Residential,Mudah
Kulai,675000,4176.0,3.0,2.0,Terrace House,Mudah
Kulai,438000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,513000,2571.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,680000,1170.0,3.0,3.0,Terrace House,Mudah
Ulu Tiram,650000,2640.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,658000,1170.0,3.0,3.0,Terrace House,Mudah
Ulu Tiram,405000,1302.0,4.0,3.0,Terrace House,Mudah
Kulai,423000,1060.0,3.0,2.0,Terrace House,Mudah
Kluang,216000,1399.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,365000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,790000,1650.0,5.0,4.0,Terrace House,Mudah
Pasir Gudang,858000,3143.0,4.0,3.0,Terrace House,Mudah
Kulai,380000,1540.0,2.0,2.0,Terrace House,Mudah
Skudai,428000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,360000,1280.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,668000,1170.0,3.0,3.0,Terrace House,Mudah
Kulai,430000,2022.0,4.0,2.0,Terrace House,Mudah
Kulai,228000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,428000,770.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,388000,770.0,2.0,2.0,Terrace House,Mudah
Pontian,393000,770.0,3.0,1.0,Terrace House,Mudah
Ulu Tiram,288000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,378000,728.0,3.0,1.0,Terrace House,Mudah
Iskandar Puteri,838000,1931.0,4.0,3.0,Terrace House,Mudah
Segamat,260000,1680.0,3.0,2.0,Terrace House,Mudah
Skudai,279000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1380000,3360.0,5.0,6.0,Semi-D,Mudah
Pasir Gudang,570000,2450.0,3.0,2.0,Semi-D,Mudah
Skudai,778000,3409.0,3.0,2.0,Terrace House,Mudah
Skudai,475000,1760.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,719000,1430.0,3.0,2.0,Terrace House,Mudah
Kulai,238000,1324.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,550000,1300.0,4.0,3.0,Terrace House,Mudah
Kulai,275000,1040.0,3.0,1.0,Terrace House,Mudah
Skudai,500000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,618000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,490000,1500.0,3.0,1.0,Terrace House,Mudah
Kluang,130000,1540.0,3.0,1.0,Terrace House,Mudah
Kluang,270000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1080000,3200.0,4.0,3.0,Semi-D,Mudah
Muar,335000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,350000,780.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,300000,1302.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,468000,1540.0,4.0,2.0,Terrace House,Mudah
Segamat,250000,1600.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,488000,1765.0,4.0,3.0,Terrace House,Mudah
Skudai,430000,1200.0,3.0,2.0,Terrace House,Mudah
Kluang,210000,1098.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,665000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,348000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,368000,1098.0,2.0,1.0,Terrace House,Mudah
Ulu Tiram,368000,731.0,2.0,1.0,Terrace House,Mudah
Ulu Tiram,388000,775.0,3.0,1.0,Terrace House,Mudah
Kulai,358000,770.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,335000,1000.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,498000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,488000,1540.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,638000,1200.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,520000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,358000,775.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,328000,1646.0,4.0,3.0,Terrace House,Mudah
Kluang,228000,880.0,3.0,2.0,Terrace House,Mudah
Kulai,358000,1713.0,5.0,3.0,Terrace House,Mudah
Johor Bahru,488000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,288000,1040.0,2.0,1.0,Terrace House,Mudah
Skudai,1040000,3250.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,850000,4021.0,6.0,3.0,Semi-D,Mudah
Muar,260000,1540.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,678000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,771970,1730.0,4.0,3.0,Terrace House,Mudah
Permas Jaya,398000,800.0,2.0,1.0,Terrace House,Mudah
Kulai,358000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,628000,1240.0,3.0,3.0,Residential,Mudah
Kulai,260000,779.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,393000,770.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,418000,842.0,3.0,2.0,Terrace House,Mudah
Skudai,550000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,428000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,780000,4004.0,4.0,3.0,Semi-D,Mudah
Pasir Gudang,438000,1200.0,5.0,3.0,Terrace House,Mudah
Ulu Tiram,378000,728.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,568000,1540.0,4.0,2.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,415000,730.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,428000,770.0,3.0,2.0,Terrace House,Mudah
Kulai,1130000,1680.0,4.0,3.0,Terrace House,Mudah
Skudai,330000,1040.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,675000,1400.0,4.0,3.0,Terrace House,Mudah
Kluang,380700,1539.0,4.0,3.0,Terrace House,Mudah
Skudai,1100000,3229.0,4.0,4.0,Semi-D,Mudah
Kulai,500000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,768000,1650.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,880000,2450.0,4.0,3.0,Semi-D,Mudah
Kulai,750000,2800.0,5.0,3.0,Semi-D,Mudah
Pasir Gudang,380000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,338000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,698000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,550000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,780000,1760.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,3000000,1540.0,10.0,8.0,Bungalow,Mudah
Gelang Patah,630000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1000000,1760.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,675000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,748000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,395000,770.0,3.0,2.0,Terrace House,Mudah
Kluang,335000,1650.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1118000,2904.0,5.0,4.0,Semi-D,Mudah
Ulu Tiram,728000,1540.0,4.0,4.0,Terrace House,Mudah
Permas Jaya,438000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,428000,1050.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,320000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,398000,775.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,548000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,1280000,5740.0,4.0,5.0,Terrace House,Mudah
Ulu Tiram,750000,1690.0,4.0,3.0,Terrace House,Mudah
Skudai,398000,1040.0,2.0,2.0,Terrace House,Mudah
Ulu Tiram,368000,1080.0,3.0,2.0,Terrace House,Mudah
Muar,599000,1650.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,380000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,320000,710.0,2.0,2.0,Terrace House,Mudah
Kulai,335000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,408000,1098.0,3.0,2.0,Terrace House,Mudah
Kulai,468000,1453.0,4.0,2.0,Terrace House,Mudah
Iskandar Puteri,668000,1400.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,855000,1873.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,388000,770.0,2.0,2.0,Terrace House,Mudah
Kluang,255000,1400.0,3.0,2.0,Terrace House,Mudah
Kluang,195000,883.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,324000,818.0,3.0,2.0,Terrace House,Mudah
Kulai,345000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,345000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,638000,2665.0,4.0,3.0,Semi-D,Mudah
Permas Jaya,688000,3745.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,678000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,228000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,738000,2400.0,3.0,2.0,Semi-D,Mudah
Kluang,230000,1760.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,950000,3500.0,5.0,3.0,Terrace House,Mudah
Iskandar Puteri,1800000,2608.0,4.0,5.0,Residential,Mudah
Johor Bahru,1150000,1920.0,4.0,5.0,Terrace House,Mudah
Gelang Patah,518000,1980.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,698000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,568000,1350.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,1250000,3800.0,5.0,5.0,Semi-D,Mudah
Skudai,680000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,330000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,300000,1194.0,3.0,2.0,Terrace House,Mudah
Skudai,538000,1760.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,1400000,6003.0,4.0,3.0,Bungalow,Mudah
Batu Pahat,328000,1646.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,688000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,548000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,980000,2776.0,5.0,4.0,Terrace House,Mudah
Kluang,360000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,618000,1600.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,520000,1500.0,3.0,1.0,Terrace House,Mudah
Ulu Tiram,560000,1541.0,4.0,3.0,Terrace House,Mudah
Kluang,1000000,1650.0,1.0,3.0,Terrace House,Mudah
Johor Bahru,828000,3337.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,2380000,3200.0,5.0,6.0,Semi-D,Mudah
Ulu Tiram,577000,1160.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,700000,1920.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,750000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,385000,1079.0,3.0,2.0,Terrace House,Mudah
Skudai,1100000,2750.0,4.0,4.0,Bungalow,Mudah
Johor Bahru,325000,770.0,2.0,1.0,Terrace House,Mudah
Skudai,650000,1750.0,4.0,3.0,Terrace House,Mudah
Skudai,825000,1750.0,5.0,4.0,Terrace House,Mudah
Pasir Gudang,450000,1173.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,1200000,2454.0,5.0,5.0,Residential,Mudah
Kulai,529000,2240.0,3.0,2.0,Terrace House,Mudah
