Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source,Area_clean
Kulai,238000,1324.0,3.0,2.0,Terrace House,Mudah,Kulai
Pasir Gudang,550000,1300.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Kulai,275000,1040.0,3.0,1.0,Terrace House,Mudah,Kulai
Skudai,500000,1400.0,3.0,2.0,Terrace House,Mudah,Skudai
Johor Bahru,618000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,490000,1500.0,3.0,1.0,Terrace House,Mudah,Johor Bahru
Kluang,130000,1540.0,3.0,1.0,Terrace House,Mudah,Kluang
Kluang,270000,1400.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,1080000,3200.0,4.0,3.0,Semi-D,Mudah,Johor Bahru
Muar,335000,1400.0,3.0,2.0,Terrace House,Mudah,Muar
Pasir Gudang,350000,780.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,300000,1302.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,468000,1540.0,4.0,2.0,Terrace House,Mudah,Johor Bahru
Segamat,250000,1600.0,3.0,1.0,Terrace House,Mudah,Segamat
Pasir Gudang,488000,1765.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Skudai,430000,1200.0,3.0,2.0,Terrace House,Mudah,Skudai
Kluang,210000,1098.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,348000,770.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,368000,1098.0,2.0,1.0,Terrace House,Mudah,Skudai
Ulu Tiram,368000,731.0,2.0,1.0,Terrace House,Mudah,Ulu Tiram
Ulu Tiram,388000,775.0,3.0,1.0,Terrace House,Mudah,Ulu Tiram
Kulai,358000,770.0,3.0,1.0,Terrace House,Mudah,Kulai
Pasir Gudang,335000,1000.0,3.0,1.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,498000,1540.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Kulai,488000,1540.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,520000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Kluang,228000,880.0,3.0,2.0,Terrace House,Mudah,Kluang
Kulai,358000,1713.0,5.0,3.0,Terrace House,Mudah,Kulai
Johor Bahru,488000,1170.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,288000,1040.0,2.0,1.0,Terrace House,Mudah,Johor Bahru
Skudai,1040000,3250.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,850000,4021.0,6.0,3.0,Semi-D,Mudah,Johor Bahru
Muar,260000,1540.0,3.0,2.0,Terrace House,Mudah,Muar
Johor Bahru,771970,1730.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Permas Jaya,398000,800.0,2.0,1.0,Terrace House,Mudah,Permas Jaya
Johor Bahru,628000,1240.0,3.0,3.0,Residential,Mudah,Johor Bahru
Kulai,260000,779.0,2.0,1.0,Terrace House,Mudah,Kulai
Johor Bahru,418000,842.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,550000,1540.0,4.0,3.0,Terrace House,Mudah,Skudai
Johor Bahru,780000,4004.0,4.0,3.0,Semi-D,Mudah,Johor Bahru
Pasir Gudang,438000,1200.0,5.0,3.0,Terrace House,Mudah,Pasir Gudang
Ulu Tiram,378000,728.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Johor Bahru,568000,1540.0,4.0,2.0,Terrace House,Mudah,Johor Bahru
Ulu Tiram,415000,730.0,4.0,2.0,Terrace House,Mudah,Ulu Tiram
Kulai,1130000,1680.0,4.0,3.0,Terrace House,Mudah,Kulai
Skudai,330000,1040.0,2.0,2.0,Terrace House,Mudah,Skudai
Kluang,380700,1539.0,4.0,3.0,Terrace House,Mudah,Kluang
Skudai,1100000,3229.0,4.0,4.0,Semi-D,Mudah,Skudai
Pasir Gudang,880000,2450.0,4.0,3.0,Semi-D,Mudah,Pasir Gudang
Kulai,750000,2800.0,5.0,3.0,Semi-D,Mudah,Kulai
Pasir Gudang,380000,770.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,338000,770.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,780000,1760.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,3000000,1540.0,10.0,8.0,Bungalow,Mudah,Johor Bahru
Gelang Patah,630000,1300.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Johor Bahru,1000000,1760.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,748000,1400.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Kluang,335000,1650.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,1118000,2904.0,5.0,4.0,Semi-D,Mudah,Johor Bahru
Ulu Tiram,728000,1540.0,4.0,4.0,Terrace House,Mudah,Ulu Tiram
Permas Jaya,438000,770.0,3.0,2.0,Terrace House,Mudah,Permas Jaya
Skudai,428000,1050.0,3.0,2.0,Terrace House,Mudah,Skudai
Pasir Gudang,320000,770.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,398000,775.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,548000,1400.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,1280000,5740.0,4.0,5.0,Terrace House,Mudah,Skudai
Ulu Tiram,750000,1690.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Skudai,398000,1040.0,2.0,2.0,Terrace House,Mudah,Skudai
Ulu Tiram,368000,1080.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Muar,599000,1650.0,4.0,3.0,Terrace House,Mudah,Muar
Ulu Tiram,380000,770.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Pasir Gudang,320000,710.0,2.0,2.0,Terrace House,Mudah,Pasir Gudang
Kulai,335000,770.0,3.0,2.0,Terrace House,Mudah,Kulai
Kulai,468000,1453.0,4.0,2.0,Terrace House,Mudah,Kulai
Iskandar Puteri,855000,1873.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Kluang,255000,1400.0,3.0,2.0,Terrace House,Mudah,Kluang
Kluang,195000,883.0,3.0,2.0,Terrace House,Mudah,Kluang
Pasir Gudang,324000,818.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Kulai,345000,775.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,638000,2665.0,4.0,3.0,Semi-D,Mudah,Johor Bahru
Permas Jaya,688000,3745.0,4.0,2.0,Terrace House,Mudah,Permas Jaya
Kulai,228000,770.0,3.0,2.0,Terrace House,Mudah,Kulai
Kluang,230000,1760.0,3.0,2.0,Terrace House,Mudah,Kluang
Iskandar Puteri,950000,3500.0,5.0,3.0,Terrace House,Mudah,Iskandar Puteri
Iskandar Puteri,1800000,2608.0,4.0,5.0,Residential,Mudah,Iskandar Puteri
Johor Bahru,1150000,1920.0,4.0,5.0,Terrace House,Mudah,Johor Bahru
Pasir Gudang,568000,1350.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,1250000,3800.0,5.0,5.0,Semi-D,Mudah,Pasir Gudang
Kulai,330000,770.0,3.0,2.0,Terrace House,Mudah,Kulai
Johor Bahru,300000,1194.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,538000,1760.0,3.0,1.0,Terrace House,Mudah,Skudai
Johor Bahru,1400000,6003.0,4.0,3.0,Bungalow,Mudah,Johor Bahru
Johor Bahru,548000,1540.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Iskandar Puteri,980000,2776.0,5.0,4.0,Terrace House,Mudah,Iskandar Puteri
Kluang,360000,1400.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,618000,1600.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Kluang,1000000,1650.0,1.0,3.0,Terrace House,Mudah,Kluang
Johor Bahru,828000,3337.0,5.0,4.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,2380000,3200.0,5.0,6.0,Semi-D,Mudah,Johor Bahru
Ulu Tiram,577000,1160.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Johor Bahru,700000,1920.0,4.0,2.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,750000,1540.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Skudai,1100000,2750.0,4.0,4.0,Bungalow,Mudah,Skudai
Johor Bahru,325000,770.0,2.0,1.0,Terrace House,Mudah,Johor Bahru
Skudai,650000,1750.0,4.0,3.0,Terrace House,Mudah,Skudai
Skudai,825000,1750.0,5.0,4.0,Terrace House,Mudah,Skudai
Kulai,529000,2240.0,3.0,2.0,Terrace House,Mudah,Kulai
Kulai,445000,1650.0,3.0,2.0,Terrace House,Mudah,Kulai
Ulu Tiram,630000,1540.0,3.0,2.0,Terrace House,Mudah,Ulu Tiram
Iskandar Puteri,778000,3410.0,3.0,2.0,Terrace House,Mudah,Iskandar Puteri
Kulai,325000,960.0,3.0,3.0,Terrace House,Mudah,Kulai
Pasir Gudang,250000,1300.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Skudai,620000,2975.0,3.0,2.0,Semi-D,Mudah,Skudai
Kluang,228000,770.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,950000,2189.0,4.0,4.0,Terrace House,Mudah,Johor Bahru
Kulai,315000,960.0,3.0,3.0,Terrace House,Mudah,Kulai
Pasir Gudang,480000,2217.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Gelang Patah,588000,1780.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Ulu Tiram,577000,1870.0,4.0,3.0,Terrace House,Mudah,Ulu Tiram
Pasir Gudang,380000,1900.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,415000,1900.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Skudai,370000,1040.0,2.0,2.0,Terrace House,Mudah,Skudai
Skudai,1040000,2450.0,6.0,5.0,Residential,Mudah,Skudai
Permas Jaya,460000,1080.0,3.0,2.0,Terrace House,Mudah,Permas Jaya
Pasir Gudang,419000,1962.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,700000,2900.0,4.0,4.0,Semi-D,Mudah,Pasir Gudang
Johor Bahru,400000,990.0,3.0,2.0,Terrace House,Mudah,Johor Bahru
Kulai,475000,1800.0,4.0,3.0,Terrace House,Mudah,Kulai
Iskandar Puteri,1150000,2720.0,5.0,5.0,Terrace House,Mudah,Iskandar Puteri
Pasir Gudang,349000,770.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,405000,1985.0,2.0,1.0,Terrace House,Mudah,Johor Bahru
Johor Bahru,560000,1650.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Pasir Gudang,699000,1760.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Pasir Gudang,365000,840.0,3.0,2.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,1174500,3939.0,4.0,4.0,Residential,Mudah,Johor Bahru
Iskandar Puteri,888000,2940.0,4.0,2.0,Terrace House,Mudah,Iskandar Puteri
Johor Bahru,850000,3400.0,4.0,3.0,Semi-D,Mudah,Johor Bahru
Kluang,444960,5834.0,4.0,3.0,Terrace House,Mudah,Kluang
Gelang Patah,589000,1540.0,3.0,2.0,Terrace House,Mudah,Gelang Patah
Kulai,488000,1080.0,4.0,3.0,Terrace House,Mudah,Kulai
Segamat,320000,2385.0,4.0,3.0,Semi-D,Mudah,Segamat
Skudai,850000,4021.0,6.0,3.0,Semi-D,Mudah,Skudai
Skudai,1420000,4122.0,5.0,6.0,Terrace House,Mudah,Skudai
Skudai,1299000,3200.0,5.0,3.0,Semi-D,Mudah,Skudai
Skudai,565000,1400.0,4.0,3.0,Terrace House,Mudah,Skudai
Kulai,588000,3122.0,5.0,3.0,Terrace House,Mudah,Kulai
Pasir Gudang,700000,3750.0,5.0,3.0,Terrace House,Mudah,Pasir Gudang
Iskandar Puteri,998000,1650.0,4.0,4.0,Terrace House,Mudah,Iskandar Puteri
Gelang Patah,750000,1170.0,4.0,3.0,Terrace House,Mudah,Gelang Patah
Skudai,368000,1040.0,2.0,1.0,Terrace House,Mudah,Skudai
Pasir Gudang,758000,3067.0,4.0,3.0,Terrace House,Mudah,Pasir Gudang
Johor Bahru,353000,870.0,2.0,2.0,Terrace House,Mudah,Johor Bahru
Skudai,750000,1400.0,4.0,3.0,Terrace House,Mudah,Skudai
Kluang,185000,770.0,3.0,2.0,Terrace House,Mudah,Kluang
Johor Bahru,3200000,6930.0,4.0,5.0,Semi-D,Mudah,Johor Bahru
Johor Bahru,635000,1300.0,4.0,3.0,Terrace House,Mudah,Johor Bahru
Muar,209000,700.0,3.0,2.0,Terrace House,Mudah,Muar
Kluang,529000,3500.0,4.0,2.0,Semi-D,Mudah,Kluang
Skudai,699000,1560.0,4.0,4.0,Terrace House,Mudah,Skudai
Iskandar Puteri,550000,1659.0,4.0,3.0,Terrace House,Mudah,Iskandar Puteri
Johor Bahru,638000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,545000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,535000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Ulu Tiram,888000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Ulu Tiram
Johor Bahru,850000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,599000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1250000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,630000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,3500000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,1180000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,530000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,520000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,519900,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,505000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,708000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,368000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,498000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,608000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,568000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,635000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,388000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,628000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1280000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,558000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1400000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,490000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,510000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,598000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,430000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1100000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,850000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,575000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1500000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,488000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,360000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,540000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,800000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,538000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,518000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1260000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,428000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,380000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,950000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,600000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,2300000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,508000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,438000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1980000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1050000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,569000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,898000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,4200000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,588000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,580000,1540.0,4.0,3.0,Residential,PropertyGuru,Johor Bahru
Johor Bahru,1150000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,938000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,528000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,900000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,1600000,1540.0,4.0,3.0,Residential,PropertyGuru,Johor Bahru
Johor Bahru,850000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,990000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1680000,1540.0,4.0,3.0,Residential,PropertyGuru,Johor Bahru
Johor Bahru,1080000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Pasir Gudang,980000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Pasir Gudang
Johor Bahru,418900,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,4300000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,2080000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Skudai,520000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Skudai
Johor Bahru,588000,1540.0,4.0,3.0,Condominium,PropertyGuru,Johor Bahru
Johor Bahru,2500000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,800000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,300000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,805000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1450000,1540.0,4.0,3.0,Residential,PropertyGuru,Johor Bahru
Johor Bahru,1000000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,650000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,1500000,1540.0,4.0,3.0,Residential,PropertyGuru,Johor Bahru
Johor Bahru,768000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1490000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,990000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,1390000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,1650000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,4500000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,2000000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Johor Bahru
Johor Bahru,3800000,1540.0,4.0,3.0,Bungalow,PropertyGuru,Johor Bahru
Johor Bahru,758000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Muar,450000,1540.0,4.0,3.0,Semi-D,PropertyGuru,Muar
Johor Bahru,280000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,400000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1600000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,382200,1540.0,4.0,3.0,Serviced Residence,PropertyGuru,Johor Bahru
Johor Bahru,895000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,330000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,350000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,920000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,1300000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Johor Bahru,577926,1540.0,4.0,3.0,Serviced Residence,PropertyGuru,Johor Bahru
Johor Bahru,484515,1540.0,4.0,3.0,Serviced Residence,PropertyGuru,Johor Bahru
Johor Bahru,422532,1540.0,4.0,3.0,Serviced Residence,PropertyGuru,Johor Bahru
Johor Bahru,380000,1540.0,4.0,3.0,Serviced Residence,PropertyGuru,Johor Bahru
Johor Bahru,880000,1540.0,4.0,3.0,Terrace House,PropertyGuru,Johor Bahru
Other,1000000,2950.0,5.0,4.0,Terrace House,Kaggle,Other
Other,920000,2950.0,5.0,3.0,Terrace House,Kaggle,Other
Other,980000,1920.0,5.0,4.0,Terrace House,Kaggle,Other
Pasir Gudang,590000,1600.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,328000,700.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,699000,3000.0,5.0,3.0,Terrace House,Kaggle,Other
Other,650000,1213.0,4.0,3.0,Condominium,Kaggle,Other
Other,650000,1100.0,3.0,2.0,House (Others),Kaggle,Other
Other,610000,1450.0,4.0,3.0,Terrace House,Kaggle,Other
Other,450000,809.0,3.0,2.0,Terrace House,Kaggle,Other
Other,368000,1300.0,3.0,1.0,Terrace House,Kaggle,Other
Other,900000,800.0,2.0,1.0,Condominium,Kaggle,Other
Other,1600000,1386.0,4.0,3.0,Condominium,Kaggle,Other
Other,580000,1216.0,4.0,3.0,Condominium,Kaggle,Other
Other,580000,1210.0,4.0,3.0,Terrace House,Kaggle,Other
Other,500000,958.0,2.0,2.0,Condominium,Kaggle,Other
Other,750000,1600.0,5.0,4.0,Terrace House,Kaggle,Other
Mount Austin,698000,1500.0,4.0,3.0,Terrace House,Kaggle,Mount Austin
Other,820000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Pasir Gudang,740000,2665.0,5.0,4.0,Cluster House,Kaggle,Pasir Gudang
Other,358000,1450.0,3.0,2.0,Terrace House,Kaggle,Other
Other,488000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,778000,1700.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,860000,2000.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Skudai,518000,1800.0,4.0,2.0,Terrace House,Kaggle,Skudai
Other,525000,535.0,1.0,1.0,Condominium,Kaggle,Other
Other,548000,4700.0,4.0,2.0,Terrace House,Kaggle,Other
Other,780000,1700.0,5.0,4.0,Terrace House,Kaggle,Other
Other,345000,800.0,3.0,2.0,Low-Cost House,Kaggle,Other
Mount Austin,460000,999.0,3.0,2.0,Condominium,Kaggle,Mount Austin
Other,642000,1496.0,3.0,3.0,Terrace House,Kaggle,Other
Kulai,380000,2880.0,3.0,4.0,Terrace House,Kaggle,Kulai
Other,658000,1540.0,4.0,3.0,House (Others),Kaggle,Other
Other,560000,958.0,4.0,2.0,Condominium,Kaggle,Other
Other,350000,775.0,3.0,2.0,Terrace House,Kaggle,Other
Permas Jaya,438000,1144.0,4.0,2.0,Condominium,Kaggle,Permas Jaya
Other,350000,1100.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,698000,1500.0,5.0,3.0,Terrace House,Kaggle,Other
Other,415000,1180.0,3.0,2.0,Terrace House,Kaggle,Other
Other,318000,650.0,2.0,2.0,Condominium,Kaggle,Other
Iskandar Puteri,625000,1600.0,4.0,3.0,Terrace House,Kaggle,Iskandar Puteri
Other,440000,954.0,3.0,2.0,Condominium,Kaggle,Other
Johor Bahru,850000,650.0,1.0,1.0,Condominium,Kaggle,Johor Bahru
Other,550000,1390.0,3.0,2.0,Condominium,Kaggle,Other
Pasir Gudang,618000,1688.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Pasir Gudang,580000,1400.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,550000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,370000,463.0,4.0,1.0,Condominium,Kaggle,Other
Other,310000,1100.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,499000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,470000,1650.0,3.0,2.0,Terrace House,Kaggle,Other
Other,608000,2730.0,4.0,3.0,Terrace House,Kaggle,Other
Other,698000,1920.0,4.0,2.0,Terrace House,Kaggle,Other
Other,700000,2206.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,468000,2002.0,3.0,2.0,Terrace House,Kaggle,Kulai
Other,378000,770.0,3.0,2.0,Terrace House,Kaggle,Other
Other,598000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,330000,1004.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,610000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,3500000,3915.0,5.0,5.0,Cluster House,Kaggle,Other
Other,538000,770.0,5.0,2.0,Low-Cost House,Kaggle,Other
Other,1980000,3606.0,5.0,5.0,Terrace House,Kaggle,Other
Johor Bahru,588000,1668.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Other,450000,1155.0,3.0,2.0,Condominium,Kaggle,Other
Other,500000,1206.0,4.0,2.0,Condominium,Kaggle,Other
Other,798000,1680.0,4.0,3.0,Terrace House,Kaggle,Other
Other,698000,2450.0,4.0,3.0,Terrace House,Kaggle,Other
Other,475000,1500.0,4.0,3.0,Terrace House,Kaggle,Other
Pasir Gudang,568000,1600.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,420000,1798.0,3.0,3.0,Terrace House,Kaggle,Other
Pasir Gudang,498000,2087.0,4.0,2.0,Terrace House,Kaggle,Pasir Gudang
Other,398000,850.0,3.0,2.0,Condominium,Kaggle,Other
Other,688000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,568000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,550000,1175.0,3.0,3.0,Condominium,Kaggle,Johor Bahru
